,Satiety Index,Insulin Index,Food_x,Group,Closest_Match,Food_y,serving_size,calories,total_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
149,0.391296649,0.693990528,biscuit plain buttermilk refrigerated dough lower fat,grains,biscuit lower fat refrigerated dough plain buttermilk,biscuit lower fat refrigerated dough plain buttermilk,100 g,270.0,7.8g,0,828.00 mg,3.5 mg,85.00 mcg,79.00 mcg,3.295 mg,0.367 mg,0.222 mg,0.448 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,10.00 mcg,0.0,0.00 mcg,0.024 mg,0.1 mg,0.00 IU,0.06 mg,0.06 mg,1.9 mcg,26.00 mg,0.079 mg,2.13 mg,15.00 mg,0.301 mg,400.00 mg,159.00 mg,18.9 mcg,0.39 mg,6.70 g,0.215 g,0.270 g,0.282 g,0.142 g,2.251 g,0.240 g,0.149 g,0,0.231 g,0.461 g,0.148 g,0.118 g,0.337 g,0.775 g,0.333 g,0.182 g,0.082 g,0.202 g,0.269 g,43.70 g,2.0 g,7.18 g,0,0,0,0,0,0,7.83 g,3.140 g,2.405 g,0.671 g,0.00 mg,0.0 g,4.02 g,0.00 mg,0.00 mg,37.76 g
150,0.384815977,0.697431677,biscuit plain buttermilk refrigerated dough lower fat baked,grains,biscuit baked lower fat refrigerated dough plain buttermilk,biscuit baked lower fat refrigerated dough plain buttermilk,100 g,319.0,9.1g,0,962.00 mg,4.1 mg,83.00 mcg,78.00 mcg,3.448 mg,0.277 mg,0.232 mg,0.417 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,11.00 mcg,0.0,0.00 mcg,0.029 mg,0.0 mg,0.00 IU,0.07 mg,0.07 mg,2.2 mcg,19.00 mg,0.092 mg,3.09 mg,17.00 mg,0.350 mg,465.00 mg,185.00 mg,17.8 mcg,0.46 mg,7.80 g,0.250 g,0.314 g,0.327 g,0.165 g,2.618 g,0.280 g,0.173 g,0,0.269 g,0.536 g,0.172 g,0.138 g,0.391 g,0.902 g,0.387 g,0.211 g,0.095 g,0.235 g,0.312 g,51.60 g,2.3 g,8.14 g,0,0,0,0,0,0,9.10 g,3.648 g,2.797 g,0.780 g,0.00 mg,0.0 g,3.80 g,0.00 mg,0.00 mg,27.70 g
151,0.31645441,0.582797133,blueberry muffin,grains,muffin toastertype blueberry,muffin toastertype blueberry,100 g,313.0,9.5g,6mg,417.00 mg,51.7 mg,65.00 mcg,54.00 mcg,2.020 mg,0.246 mg,0.290 mg,0.240 mg,318.00 IU,94.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,19.00 mcg,0.0,0.02 mcg,0.027 mg,0.0 mg,0.00 IU,0.91 mg,0.91 mg,19.3 mcg,13.00 mg,0.083 mg,0.51 mg,12.00 mg,0.368 mg,59.00 mg,83.00 mg,17.6 mcg,0.39 mg,4.60 g,0.196 g,0.304 g,0.479 g,0.076 g,0.967 g,0.192 g,0.115 g,0,0.205 g,0.353 g,0.259 g,0.067 g,0.228 g,0.307 g,0.251 g,0.180 g,0.062 g,0.162 g,0.217 g,53.30 g,1.8 g,4.85 g,0,0,0,0,0,0,9.50 g,1.398 g,2.162 g,5.351 g,6.00 mg,0.0 g,1.80 g,0.00 mg,0.00 mg,30.80 g
152,0.803802681,0.764234694,bread wheat,grains,bread wheat reducedcalorie,bread wheat reducedcalorie,100 g,217.0,2.9g,0,332.00 mg,18.7 mg,91.00 mcg,63.00 mcg,3.780 mg,0,0.140 mg,0.350 mg,1.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,41.00 mcg,0.0,0.00 mcg,0.060 mg,0.1 mg,0.00 IU,0.24 mg,0.24 mg,0.2 mcg,163.00 mg,0.171 mg,2.91 mg,43.00 mg,1.210 mg,149.00 mg,150.00 mg,30.4 mcg,1.35 mg,13.32 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.47 g,11.1 g,3.71 g,1.62 g,0.00 g,0.95 g,0.00 g,1.14 g,0.00 g,2.92 g,0.840 g,0.523 g,1.196 g,0.00 mg,0.0 g,1.68 g,0.00 mg,0.00 mg,39.60 g
153,0.362771509,0.774560952,bread crumb dry grated seasoned,grains,bread crumb seasoned grated dry,bread crumb seasoned grated dry,100 g,383.0,5.5g,1mg,1336.00 mg,14.6 mg,119.00 mcg,91.00 mcg,6.161 mg,0.623 mg,0.415 mg,0.961 mg,193.00 IU,10.00 mcg,0.00 mcg,116.00 mcg,0.00 mcg,0.00 mcg,0.0,0.35 mcg,0.171 mg,2.7 mg,0.00 IU,0.26 mg,0.26 mg,46.0 mcg,182.00 mg,0.244 mg,4.92 mg,46.00 mg,0.984 mg,177.00 mg,231.00 mg,24.7 mcg,1.43 mg,14.13 g,0.497 g,0.603 g,0.767 g,0.235 g,4.290 g,0.539 g,0.318 g,0,0.586 g,1.007 g,0.446 g,0.233 g,0.703 g,1.497 g,0.720 g,0.424 g,0.171 g,0.360 g,0.723 g,68.49 g,4.9 g,5.74 g,1.98 g,0.00 g,1.72 g,0.00 g,2.04 g,0.00 g,5.48 g,1.391 g,1.168 g,2.300 g,1.00 mg,0.0 g,5.55 g,0.00 mg,0.00 mg,6.35 g
154,0.426444797,0.654102583,bread roll,grains,bread bollilo mexican roll,bread bollilo mexican roll,100 g,318.0,5.8g,1mg,506.00 mg,14.3 mg,127.00 mcg,70.00 mcg,5.585 mg,0.520 mg,0.430 mg,0.680 mg,5.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,14.00 mcg,0.0,0.13 mcg,0.105 mg,0.2 mg,0.00 IU,0.00 mg,0.00 mg,10.9 mcg,41.00 mg,0.135 mg,3.90 mg,30.00 mg,0.680 mg,111.00 mg,131.00 mg,38.8 mcg,0.88 mg,10.65 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.77 g,2.2 g,3.55 g,1.15 g,0.00 g,0.40 g,0.00 g,2.00 g,0.00 g,5.80 g,1.401 g,2.658 g,1.022 g,1.00 mg,0.0 g,1.73 g,0.00 mg,0.00 mg,26.05 g
155,0.355940295,0.738901464,bread stick plain,grains,bread stick plain,bread stick plain,100 g,412.0,9.5g,0,713.00 mg,14.6 mg,162.00 mcg,132.00 mcg,5.281 mg,0.540 mg,0.553 mg,0.589 mg,0.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,65.00 mcg,0.0,0.00 mcg,0.073 mg,0.0 mg,0.00 IU,1.01 mg,1.01 mg,2.2 mcg,22.00 mg,0.188 mg,4.28 mg,32.00 mg,0.557 mg,121.00 mg,124.00 mg,37.5 mcg,0.88 mg,12.00 g,0.395 g,0.432 g,0.535 g,0.262 g,4.026 g,0.422 g,0.258 g,0,0.458 g,0.835 g,0.281 g,0.212 g,0.590 g,1.350 g,0.579 g,0.338 g,0.139 g,0.338 g,0.516 g,68.40 g,3.0 g,1.26 g,0,0,0,0,0,0,9.50 g,1.410 g,3.568 g,3.628 g,0.00 mg,0.0 g,3.90 g,0.00 mg,0.00 mg,6.10 g
156,0.280616435,0.416067431,bread stuffing bread dry mix prepared,grains,bread stuffing prepared dry mix bread,bread stuffing prepared dry mix bread,100 g,195.0,12g,0,479.00 mg,5.3 mg,37.00 mcg,18.00 mcg,1.422 mg,0.110 mg,0.105 mg,0.141 mg,497.00 IU,114.00 mcg,0.00 mcg,85.00 mcg,0.00 mcg,18.00 mcg,0.0,0.02 mcg,0.039 mg,0.0 mg,0.00 IU,1.34 mg,1.34 mg,13.2 mcg,30.00 mg,0.064 mg,0.95 mg,11.00 mg,0.146 mg,38.00 mg,67.00 mg,11.8 mcg,0.23 mg,2.73 g,0.100 g,0.120 g,0.145 g,0.056 g,0.883 g,0.103 g,0.065 g,0,0.107 g,0.202 g,0.087 g,0.050 g,0.142 g,0.305 g,0.142 g,0.086 g,0.036 g,0.090 g,0.122 g,18.84 g,0.8 g,2.04 g,0,0,0,0,0,0,12.05 g,2.319 g,5.771 g,3.553 g,0.00 mg,0.0 g,1.61 g,0.00 mg,0.00 mg,64.77 g
157,0.602650177,0.731719839,bread stuffing cornbread dry mix,grains,bread stuffing dry mix cornbread,bread stuffing dry mix cornbread,100 g,389.0,4.2g,0,1429.00 mg,0,175.00 mcg,133.00 mcg,4.873 mg,0.284 mg,0.348 mg,0.509 mg,157.00 IU,8.00 mcg,0,0,0,0,0.0,0.01 mcg,0.146 mg,3.5 mg,0,0,0,0,78.00 mg,0.228 mg,3.25 mg,44.00 mg,0.529 mg,113.00 mg,204.00 mg,29.6 mcg,0.75 mg,10.00 g,0.481 g,0.441 g,0.546 g,0.197 g,2.735 g,0.381 g,0.251 g,0,0.364 g,0.873 g,0.278 g,0.186 g,0.498 g,1.017 g,0.486 g,0.320 g,0.105 g,0.344 g,0.447 g,76.70 g,14.3 g,13.16 g,0,0,0,0,0,0,4.20 g,0.922 g,1.662 g,1.073 g,0.00 mg,0.0 g,4.40 g,0,0,4.60 g
158,0.38698503,0.477627451,bread stuffing cornbread dry mix prepared,grains,bread stuffing prepared dry mix cornbread,bread stuffing prepared dry mix cornbread,100 g,179.0,8.8g,0,526.00 mg,24.4 mg,97.00 mcg,89.00 mcg,1.247 mg,0.060 mg,0.092 mg,0.117 mg,340.00 IU,78.00 mcg,0.00 mcg,58.00 mcg,0.00 mcg,0.00 mcg,0.0,0.01 mcg,0.038 mg,0.8 mg,0.00 IU,0.85 mg,0.85 mg,8.8 mcg,26.00 mg,0.069 mg,0.94 mg,13.00 mg,0.114 mg,34.00 mg,62.00 mg,30.7 mcg,0.23 mg,2.90 g,0.139 g,0.128 g,0.161 g,0.057 g,0.793 g,0.110 g,0.073 g,0,0.108 g,0.256 g,0.085 g,0.055 g,0.145 g,0.296 g,0.142 g,0.095 g,0.031 g,0.101 g,0.132 g,21.90 g,2.9 g,0.00 g,0,0,0,0,0,0,8.80 g,1.755 g,3.856 g,2.706 g,0.00 mg,0.0 g,1.50 g,0.00 mg,0.00 mg,64.90 g
159,0.558202475,0.826197955,bread boston brown canned,grains,bread canned boston brown,bread canned boston brown,100 g,195.0,1.5g,1mg,631.00 mg,23.5 mg,11.00 mcg,4.00 mcg,1.120 mg,0.566 mg,0.115 mg,0.014 mg,87.00 IU,25.00 mcg,1.00 mcg,2.00 mcg,0.00 mcg,71.00 mcg,0.0,0.01 mcg,0.082 mg,0.0 mg,0.00 IU,0.32 mg,0.32 mg,2.5 mcg,70.00 mg,0.080 mg,2.10 mg,63.00 mg,1.020 mg,112.00 mg,318.00 mg,21.9 mcg,0.50 mg,5.20 g,0.203 g,0.255 g,0.324 g,0.116 g,1.537 g,0.203 g,0.128 g,0,0.186 g,0.350 g,0.156 g,0.092 g,0.233 g,0.498 g,0.251 g,0.162 g,0.073 g,0.148 g,0.233 g,43.30 g,4.7 g,2.42 g,0,0,0,0,0,0,1.50 g,0.282 g,0.207 g,0.564 g,1.00 mg,0.0 g,2.80 g,0.00 mg,0.00 mg,47.20 g
160,0.232146791,0.543967595,bread chapati roti whole wheat commercially prepared frozen,grains,bread frozen commercially prepared whole wheat chapati roti,bread frozen commercially prepared whole wheat chapati roti,100 g,299.0,9.2g,0,298.00 mg,7.8 mg,45.00 mcg,0.00 mcg,4.610 mg,0.560 mg,0.180 mg,0.450 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,11.00 mcg,0.0,0.00 mcg,0.280 mg,0.0 mg,0.00 IU,0.55 mg,0.55 mg,3.3 mcg,36.00 mg,0.229 mg,2.20 mg,56.00 mg,1.747 mg,158.00 mg,196.00 mg,26.6 mcg,1.54 mg,7.85 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.13 g,9.7 g,2.93 g,0.27 g,0.00 g,0.30 g,0.00 g,1.97 g,0.40 g,9.20 g,3.311 g,2.091 g,0.761 g,0.00 mg,0.0 g,1.39 g,0.00 mg,0.00 mg,35.43 g
161,0.296672335,0.47558156,bread cheese,grains,bread cheese,bread cheese,100 g,408.0,21g,10mg,750.00 mg,8.5 mg,107.00 mcg,75.00 mcg,3.279 mg,0.350 mg,0.303 mg,0.433 mg,93.00 IU,24.00 mcg,1.00 mcg,9.00 mcg,0.00 mcg,45.00 mcg,0.0,0.24 mcg,0.048 mg,0.0 mg,2.00 IU,1.49 mg,1.49 mg,32.4 mcg,90.00 mg,0.086 mg,2.49 mg,17.00 mg,0.366 mg,120.00 mg,84.00 mg,19.8 mcg,0.96 mg,10.42 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83 g,2.1 g,2.08 g,0,0,0,0,0,0,20.83 g,6.250 g,4.339 g,9.203 g,10.00 mg,0.0 g,2.79 g,0.00 mg,0.00 mg,21.13 g
162,0.607750852,0.70781984,bread cinnamon,grains,bread cinnamon,bread cinnamon,100 g,253.0,5.3g,0,388.00 mg,2.7 mg,56.00 mcg,36.00 mcg,2.822 mg,0,0.120 mg,0.317 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,2.00 mcg,26.00 mcg,0.0,0.05 mcg,0.027 mg,0.0 mg,0.00 IU,0.50 mg,0.50 mg,9.5 mcg,71.00 mg,0.064 mg,2.54 mg,11.00 mg,0,57.00 mg,74.00 mg,12.3 mcg,0.49 mg,7.05 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.38 g,3.5 g,14.11 g,0,0,0,0,0,0,5.29 g,0.000 g,0.000 g,3.527 g,0.00 mg,0.0 g,1.34 g,0.00 mg,0.00 mg,41.93 g
163,0.533454252,0.659333156,bread cornbread dry mix enriched includes corn muffin mix,grains,bread enriched includes corn muffin mix dry mix cornbread,bread enriched includes corn muffin mix dry mix cornbread,100 g,418.0,12g,2mg,817.00 mg,7.1 mg,93.00 mcg,82.00 mcg,3.342 mg,0.480 mg,0.272 mg,0.427 mg,115.00 IU,19.00 mcg,18.00 mcg,28.00 mcg,0.00 mcg,391.00 mcg,0.0,0.09 mcg,0.128 mg,0.1 mg,0.00 IU,0.16 mg,0.16 mg,5.0 mcg,57.00 mg,0.085 mg,2.50 mg,24.00 mg,0.315 mg,489.00 mg,113.00 mg,5.6 mcg,0.57 mg,7.00 g,0.336 g,0.302 g,0.382 g,0.132 g,1.847 g,0.254 g,0.177 g,0,0.254 g,0.632 g,0.198 g,0.133 g,0.343 g,0.715 g,0.336 g,0.224 g,0.071 g,0.241 g,0.320 g,69.50 g,6.5 g,20.34 g,0,0,0,0,0,0,12.20 g,3.091 g,6.719 g,1.682 g,2.00 mg,0.0 g,3.60 g,0.00 mg,0.00 mg,7.80 g
164,0.50502353,0.762614002,bread crackedwheat,grains,bread crackedwheat,bread crackedwheat,100 g,260.0,3.9g,0,538.00 mg,0,61.00 mcg,22.00 mcg,3.671 mg,0.512 mg,0.240 mg,0.358 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0.02 mcg,0.304 mg,0.0 mg,0,0,0,0,43.00 mg,0.222 mg,2.81 mg,52.00 mg,1.371 mg,153.00 mg,177.00 mg,25.3 mcg,1.24 mg,8.70 g,0.306 g,0.348 g,0.433 g,0.190 g,2.770 g,0.321 g,0.193 g,0,0.338 g,0.606 g,0.244 g,0.148 g,0.419 g,0.922 g,0.417 g,0.261 g,0.112 g,0.253 g,0.387 g,49.50 g,5.5 g,0,0,0,0,0,0,0,3.90 g,0.916 g,1.902 g,0.682 g,0.00 mg,0.0 g,2.10 g,0,0,35.80 g
165,0.40744539,0.751165354,bread egg toasted,grains,bread toasted egg,bread toasted egg,100 g,315.0,6.6g,56mg,417.00 mg,91.9 mg,98.00 mcg,44.00 mcg,4.795 mg,0.202 mg,0.432 mg,0.385 mg,231.00 IU,69.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,46.00 mcg,0.0,0.11 mcg,0.064 mg,0.0 mg,21.00 IU,0.29 mg,0.29 mg,1.0 mcg,102.00 mg,0.178 mg,3.34 mg,21.00 mg,0.549 mg,117.00 mg,126.00 mg,32.9 mcg,0.86 mg,10.50 g,0.391 g,0.423 g,0.574 g,0.229 g,3.139 g,0.370 g,0.230 g,0,0.433 g,0.760 g,0.342 g,0.208 g,0.522 g,1.041 g,0.551 g,0.336 g,0.123 g,0.321 g,0.487 g,52.60 g,2.5 g,1.94 g,0,0,0,0,0,0,6.60 g,1.616 g,2.989 g,1.149 g,56.00 mg,0.0 g,2.00 g,0.00 mg,0.00 mg,28.30 g
166,0.341139962,0.812596401,bread french vienna includes sourdough,grains,bread french vienna includes sourdough,bread french vienna includes sourdough,100 g,272.0,2.4g,0,602.00 mg,8.0 mg,123.00 mcg,67.00 mcg,4.817 mg,0.455 mg,0.427 mg,0.710 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,45.00 mcg,0.0,0.00 mcg,0.107 mg,0.0 mg,0.00 IU,0.21 mg,0.21 mg,0.7 mcg,52.00 mg,0.152 mg,3.91 mg,32.00 mg,0.577 mg,105.00 mg,117.00 mg,28.6 mcg,1.04 mg,10.75 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.88 g,2.2 g,4.62 g,0.51 g,0.00 g,0.40 g,0.00 g,3.70 g,0.00 g,2.42 g,0.529 g,0.362 g,0.855 g,0.00 mg,0.0 g,1.96 g,0.00 mg,0.00 mg,33.00 g
167,0.253231546,0.69709276,bread glutenfree white made rice flour corn starch andor tapioca,grains,bread andor tapioca corn starch made rice flour white glutenfree,bread andor tapioca corn starch made rice flour white glutenfree,100 g,248.0,5.2g,0,447.00 mg,12.6 mg,36.00 mcg,0.00 mcg,2.775 mg,0,0.505 mg,0.375 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.073 mg,0.0 mg,0.00 IU,0.60 mg,0.60 mg,0.3 mcg,138.00 mg,0.075 mg,2.63 mg,12.00 mg,0.210 mg,51.00 mg,75.00 mg,0.4 mcg,0.48 mg,4.31 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.78 g,4.3 g,3.53 g,1.01 g,0.00 g,0.99 g,0.00 g,1.53 g,0.00 g,5.24 g,0.977 g,2.009 g,0.516 g,0.00 mg,0.0 g,1.68 g,0.00 mg,0.00 mg,42.99 g
168,0.379639752,0.795513113,bread irish soda prepared recipe,grains,bread prepared recipe irish soda,bread prepared recipe irish soda,100 g,290.0,5g,18mg,398.00 mg,0,47.00 mcg,37.00 mcg,2.405 mg,0.250 mg,0.269 mg,0.298 mg,194.00 IU,48.00 mcg,0,0,0,0,0.0,0.05 mcg,0.083 mg,0.8 mg,0,0,0,0,81.00 mg,0.130 mg,2.69 mg,23.00 mg,0.355 mg,114.00 mg,266.00 mg,16.0 mcg,0.57 mg,6.60 g,0.226 g,0.290 g,0.390 g,0.122 g,1.825 g,0.188 g,0.159 g,0,0.234 g,0.436 g,0.219 g,0.138 g,0.300 g,0.597 g,0.296 g,0.201 g,0.072 g,0.201 g,0.283 g,56.00 g,2.6 g,0,0,0,0,0,0,0,5.00 g,1.111 g,1.999 g,1.478 g,18.00 mg,0.0 g,1.90 g,0,0,30.10 g
169,0.534084538,0.810113673,bread italian,grains,bread italian,bread italian,100 g,271.0,3.5g,0,550.00 mg,14.6 mg,191.00 mcg,161.00 mcg,4.381 mg,0.378 mg,0.292 mg,0.473 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,48.00 mcg,0.0,0.00 mcg,0.048 mg,0.0 mg,0.00 IU,0.29 mg,0.29 mg,1.2 mcg,78.00 mg,0.191 mg,2.94 mg,27.00 mg,0.464 mg,103.00 mg,110.00 mg,27.2 mcg,0.86 mg,8.80 g,0.284 g,0.316 g,0.379 g,0.193 g,2.990 g,0.307 g,0.188 g,0,0.333 g,0.614 g,0.197 g,0.156 g,0.433 g,1.004 g,0.426 g,0.245 g,0.103 g,0.248 g,0.376 g,50.10 g,3.2 g,3.17 g,0,0,0,0,0,0,3.50 g,0.000 g,0.812 g,1.390 g,0.00 mg,0.0 g,1.90 g,0.00 mg,0.00 mg,35.70 g
170,0.470359326,0.678478153,bread multigrain includes wholegrain,grains,bread multigrain includes wholegrain,bread multigrain includes wholegrain,100 g,265.0,4.2g,0,381.00 mg,22.0 mg,75.00 mcg,0.00 mcg,4.042 mg,0.336 mg,0.131 mg,0.279 mg,0.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,94.00 mcg,0.0,0.00 mcg,0.263 mg,0.1 mg,0.00 IU,0.37 mg,0.37 mg,1.4 mcg,103.00 mg,0.282 mg,2.50 mg,78.00 mg,2.025 mg,228.00 mg,230.00 mg,32.9 mcg,1.70 mg,13.36 g,0.341 g,0.485 g,0.554 g,0.176 g,2.195 g,0.374 g,0.198 g,0,0.323 g,0.556 g,0.289 g,0.138 g,0.387 g,0.706 g,0.381 g,0.271 g,0.124 g,0.236 g,0.397 g,43.34 g,7.4 g,6.39 g,2.45 g,0,1.69 g,0.57 g,1.67 g,0.00 g,4.23 g,0.872 g,0.760 g,1.872 g,0.00 mg,0.0 g,2.13 g,0.00 mg,0.00 mg,36.94 g
171,0.645785442,0.677589452,bread multigrain toasted includes wholegrain,grains,bread toasted includes wholegrain multigrain,bread toasted includes wholegrain multigrain,100 g,288.0,4.6g,0,414.00 mg,28.8 mg,70.00 mcg,0.00 mcg,4.394 mg,0.365 mg,0.142 mg,0.243 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,97.00 mcg,0.0,0.00 mcg,0.286 mg,0.1 mg,0.00 IU,0.40 mg,0.40 mg,1.5 mcg,111.00 mg,0.307 mg,2.72 mg,85.00 mg,2.201 mg,247.00 mg,250.00 mg,35.8 mcg,1.85 mg,14.52 g,0.371 g,0.527 g,0.602 g,0.191 g,2.386 g,0.407 g,0.215 g,0,0.351 g,0.604 g,0.314 g,0.150 g,0.421 g,0.767 g,0.414 g,0.294 g,0.135 g,0.256 g,0.432 g,47.11 g,8.1 g,6.94 g,2.67 g,0,1.84 g,0.62 g,1.82 g,0.00 g,4.60 g,0.948 g,0.826 g,2.035 g,0.00 mg,0.0 g,2.32 g,0.00 mg,0.00 mg,31.46 g
172,0.291698872,0.650793873,bread naan whole wheat commercially prepared refrigerated,grains,bread refrigerated commercially prepared whole wheat naan,bread refrigerated commercially prepared whole wheat naan,100 g,286.0,6.7g,1mg,467.00 mg,10.1 mg,16.00 mcg,0.00 mcg,3.580 mg,0,0.180 mg,0.176 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,11.00 mcg,0.0,0.00 mcg,0.128 mg,0.0 mg,0.00 IU,1.32 mg,1.32 mg,3.3 mcg,59.00 mg,0.158 mg,1.73 mg,68.00 mg,1.400 mg,188.00 mg,185.00 mg,11.4 mcg,1.24 mg,10.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.21 g,4.8 g,3.40 g,0.80 g,0.00 g,0.60 g,0.50 g,1.50 g,0.00 g,6.70 g,2.907 g,1.946 g,1.258 g,1.00 mg,0.0 g,1.99 g,0.00 mg,0.00 mg,34.90 g
173,0.626003969,0.728984346,bread oat bran toasted,grains,bread toasted oat bran,bread toasted oat bran,100 g,259.0,4.8g,0,387.00 mg,16.1 mg,69.00 mcg,50.00 mcg,4.778 mg,0.114 mg,0.343 mg,0.443 mg,5.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,48.00 mcg,0.0,0.00 mcg,0.040 mg,0.0 mg,0.00 IU,0.48 mg,0.48 mg,1.3 mcg,71.00 mg,0.128 mg,3.43 mg,34.00 mg,0.760 mg,116.00 mg,123.00 mg,33.0 mcg,1.05 mg,11.40 g,0.407 g,0.489 g,0.601 g,0.257 g,3.475 g,0.434 g,0.248 g,0,0.438 g,0.805 g,0.326 g,0.196 g,0.570 g,1.159 g,0.552 g,0.328 g,0.143 g,0.356 g,0.507 g,43.70 g,4.9 g,8.46 g,0,0,0,0,0,0,4.80 g,0.766 g,1.748 g,1.861 g,0.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,38.50 g
174,0.579170907,0.767714749,bread oatmeal,grains,bread oatmeal reducedcalorie,bread oatmeal reducedcalorie,100 g,210.0,3.5g,0,388.00 mg,0,55.00 mcg,21.00 mcg,3.030 mg,0.431 mg,0.280 mg,0.348 mg,6.00 IU,0.00 mcg,0,0,0,0,0.0,0.10 mcg,0.045 mg,0.2 mg,0,0,0,0,115.00 mg,0.099 mg,2.30 mg,24.00 mg,0.539 mg,100.00 mg,124.00 mg,23.0 mcg,0.83 mg,7.60 g,0.274 g,0.327 g,0.431 g,0.161 g,2.235 g,0.282 g,0.170 g,0,0.312 g,0.562 g,0.259 g,0.138 g,0.381 g,0.764 g,0.376 g,0.234 g,0.096 g,0.251 g,0.359 g,43.30 g,0,0,0,0,0,0,0,0,3.50 g,0.599 g,0.822 g,1.351 g,0.00 mg,0,1.60 g,0,0,44.00 g
175,0.579818964,0.767948793,bread oatmeal toasted,grains,bread toasted oatmeal,bread toasted oatmeal,100 g,292.0,4.8g,0,486.00 mg,15.9 mg,53.00 mcg,32.00 mcg,3.068 mg,0.241 mg,0.235 mg,0.347 mg,15.00 IU,5.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,75.00 mcg,0.0,0.02 mcg,0.067 mg,0.3 mg,0.00 IU,0.53 mg,0.53 mg,1.7 mcg,72.00 mg,0.227 mg,2.94 mg,41.00 mg,1.022 mg,137.00 mg,154.00 mg,26.7 mcg,1.11 mg,9.20 g,0.357 g,0.429 g,0.549 g,0.226 g,2.623 g,0.372 g,0.202 g,0,0.353 g,0.661 g,0.294 g,0.166 g,0.450 g,0.832 g,0.443 g,0.268 g,0.126 g,0.286 g,0.428 g,52.70 g,4.3 g,8.84 g,0,0,0,0,0,0,4.80 g,0.764 g,1.715 g,1.850 g,0.00 mg,0.0 g,2.10 g,0.00 mg,0.00 mg,31.20 g
176,0.214817612,0.613115236,bread pan dulce sweet yeast bread,grains,bread sweet yeast bread pan dulce,bread sweet yeast bread pan dulce,100 g,367.0,12g,30mg,228.00 mg,29.1 mg,108.00 mcg,68.00 mcg,3.463 mg,0.590 mg,0.230 mg,0.377 mg,23.00 IU,5.00 mcg,1.00 mcg,3.00 mcg,1.00 mcg,36.00 mcg,0.0,0.11 mcg,0.057 mg,1.2 mg,0.00 IU,0.29 mg,0.29 mg,1.6 mcg,86.00 mg,0.121 mg,2.87 mg,24.00 mg,0.460 mg,94.00 mg,103.00 mg,26.2 mcg,0.84 mg,9.42 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.38 g,2.3 g,12.50 g,4.05 g,0.00 g,3.58 g,0.00 g,1.01 g,3.86 g,11.58 g,2.183 g,3.499 g,1.530 g,30.00 mg,0.0 g,1.08 g,0.00 mg,0.00 mg,21.54 g
